Sample,Plate,Well,Row,Col,Egg lay date,Egg lay period,Egg transfer (ET),Infection start date,Infection end date,Infection period,Infection start date - Egg lay date,No. vials made on that date,Yeast usage,Cage,Total flies collected on that date,3 cM,27 cM,Genotype (3 and 27 cM),7 cM,10.3 cM,12 cM,17 cM,Wasp primer melting temperature ,Wasp DNA amplified,8 cM,11 cM,10.7 cM,11.3 cM,11.6 cM,8.5 cM,9 cM,10 cM
143,2,G6,G,6,28-Jan,Day,29-Jan,01-Feb,01-Feb,2 days,4,25,"Plastic, no yeast",2,11,H,S,HS,H,H,H,H,78.00081635,Y,NA,NA,NA,NA,NA,NA,NA,NA
145,2,A7,A,7,28-Jan,Day,29-Jan,01-Feb,01-Feb,2 days,4,25,"Plastic, no yeast",2,11,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,2,B7,B,7,28-Jan,Day,29-Jan,01-Feb,01-Feb,2 days,4,25,"Plastic, no yeast",2,11,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,2,C7,C,7,29-Jan,Overnight,29-Jan,01-Feb,04-Feb,3 days,3,25,"Plastic, no yeast",2,13,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,2,D7,D,7,29-Jan,Overnight,29-Jan,01-Feb,04-Feb,3 days,3,25,"Plastic, no yeast",2,13,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,2,E7,E,7,29-Jan,Overnight,29-Jan,01-Feb,04-Feb,3 days,3,25,"Plastic, no yeast",2,13,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,2,G7,G,7,29-Jan,Overnight,29-Jan,01-Feb,04-Feb,3 days,3,25,"Plastic, no yeast",2,13,S,H,SH,S,S,H,H,74.70172119,N,NA,H,H,NA,NA,NA,NA,NA
152,2,H7,H,7,29-Jan,Overnight,29-Jan,01-Feb,04-Feb,3 days,3,25,"Plastic, no yeast",2,13,S,H,SH,S,H,H,H,78.27960205,Y,S,NA,NA,NA,NA,S,S,S
153,2,A8,A,8,29-Jan,Overnight,29-Jan,01-Feb,04-Feb,3 days,3,25,"Plastic, no yeast",2,13,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,2,B8,B,8,29-Jan,Overnight,29-Jan,01-Feb,04-Feb,3 days,3,25,"Plastic, no yeast",2,13,H,S,HS,H,H,H,NA,81.42750549,N,NA,NA,NA,NA,NA,NA,NA,NA
156,2,D8,D,8,29-Jan,Overnight,29-Jan,01-Feb,04-Feb,3 days,3,25,"Plastic, no yeast",2,13,H,S,HS,H,S,S,S,82.17243958,N,S,NA,NA,NA,NA,NA,NA,NA
157,2,E8,E,8,29-Jan,Overnight,29-Jan,01-Feb,04-Feb,3 days,3,25,"Plastic, no yeast",2,13,H,S,HS,NA,H,NA,NA,74.57411957,N,NA,NA,NA,NA,NA,NA,NA,NA
158,2,F8,F,8,29-Jan,Overnight,29-Jan,01-Feb,04-Feb,3 days,3,25,"Plastic, no yeast",2,13,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,2,G8,G,8,29-Jan,Overnight,29-Jan,01-Feb,04-Feb,3 days,3,25,"Plastic, no yeast",2,13,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,2,H8,H,8,30-Jan,Overnight,30-Jan,01-Feb,04-Feb,3 days,2,30,"Plastic, no yeast",2,25,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,2,A9,A,9,30-Jan,Overnight,30-Jan,01-Feb,04-Feb,3 days,2,30,"Plastic, no yeast",2,25,H,S,HS,H,H,H,S,78.29878998,Y,NA,NA,NA,NA,NA,NA,NA,NA
163,2,C9,C,9,30-Jan,Overnight,30-Jan,01-Feb,04-Feb,3 days,2,30,"Plastic, no yeast",2,25,H,S,HS,H,H,NA,H,78.44777679,Y,NA,NA,NA,NA,NA,NA,NA,NA
164,2,D9,D,9,30-Jan,Overnight,30-Jan,01-Feb,04-Feb,3 days,2,30,"Plastic, no yeast",2,25,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,2,E9,E,9,30-Jan,Overnight,30-Jan,01-Feb,04-Feb,3 days,2,30,"Plastic, no yeast",2,25,S,H,SH,S,S,H,H,74.40374756,N,NA,H,S,NA,NA,NA,NA,NA
166,2,F9,F,9,30-Jan,Overnight,30-Jan,01-Feb,04-Feb,3 days,2,30,"Plastic, no yeast",2,25,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,2,G9,G,9,30-Jan,Overnight,30-Jan,01-Feb,04-Feb,3 days,2,30,"Plastic, no yeast",2,25,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,2,H9,H,9,30-Jan,Overnight,30-Jan,01-Feb,04-Feb,3 days,2,30,"Plastic, no yeast",2,25,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,2,A10,A,10,30-Jan,Overnight,30-Jan,01-Feb,04-Feb,3 days,2,30,"Plastic, no yeast",2,25,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,2,B10,B,10,30-Jan,Overnight,30-Jan,01-Feb,04-Feb,3 days,2,30,"Plastic, no yeast",2,25,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,2,C10,C,10,30-Jan,Overnight,30-Jan,01-Feb,04-Feb,3 days,2,30,"Plastic, no yeast",2,25,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,2,E10,E,10,30-Jan,Overnight,30-Jan,01-Feb,04-Feb,3 days,2,30,"Plastic, no yeast",2,25,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,2,F10,F,10,30-Jan,Overnight,30-Jan,01-Feb,04-Feb,3 days,2,30,"Plastic, no yeast",2,25,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,2,G10,G,10,30-Jan,Overnight,30-Jan,01-Feb,04-Feb,3 days,2,30,"Plastic, no yeast",2,25,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,2,B11,B,11,30-Jan,Overnight,30-Jan,01-Feb,04-Feb,3 days,2,30,"Plastic, no yeast",2,25,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,2,C11,C,11,30-Jan,Overnight,30-Jan,01-Feb,04-Feb,3 days,2,30,"Plastic, no yeast",2,25,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,2,D11,D,11,30-Jan,Overnight,30-Jan,01-Feb,04-Feb,3 days,2,30,"Plastic, no yeast",2,25,H,S,HS,NA,NA,NA,NA,81.43118286,N,NA,NA,NA,NA,NA,NA,NA,NA
181,2,E11,E,11,30-Jan,Overnight,30-Jan,01-Feb,04-Feb,3 days,2,30,"Plastic, no yeast",2,25,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,2,F11,F,11,30-Jan,Overnight,30-Jan,01-Feb,04-Feb,3 days,2,30,"Plastic, no yeast",2,25,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,2,G11,G,11,30-Jan,Overnight,30-Jan,01-Feb,04-Feb,3 days,2,30,"Plastic, no yeast",2,25,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,2,A12,A,12,29-Jan,Day,30-Jan,01-Feb,04-Feb,3 days,3,10,"Plastic, no yeast",2,17,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,2,D12,D,12,29-Jan,Day,30-Jan,01-Feb,04-Feb,3 days,3,10,"Plastic, no yeast",2,17,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,2,E12,E,12,29-Jan,Day,30-Jan,01-Feb,04-Feb,3 days,3,10,"Plastic, no yeast",2,17,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,2,F12,F,12,29-Jan,Day,30-Jan,01-Feb,04-Feb,3 days,3,10,"Plastic, no yeast",2,17,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,2,G12,G,12,29-Jan,Day,30-Jan,01-Feb,04-Feb,3 days,3,10,"Plastic, no yeast",2,17,H,S,HS,H,H,H,H,75.02404022,N,NA,NA,NA,NA,NA,NA,NA,NA
193,3,A1,A,1,29-Jan,Day,30-Jan,01-Feb,04-Feb,3 days,3,10,"Plastic, no yeast",2,17,S,H,SH,S,H,H,H,74.55285645,N,H,NA,NA,NA,NA,NA,NA,NA
196,3,D1,D,1,29-Jan,Day,30-Jan,01-Feb,04-Feb,3 days,3,10,"Plastic, no yeast",2,17,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,3,E1,E,1,29-Jan,Day,30-Jan,01-Feb,04-Feb,3 days,3,10,"Plastic, no yeast",2,17,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,3,F1,F,1,29-Jan,Day,30-Jan,01-Feb,04-Feb,3 days,3,10,"Plastic, no yeast",2,17,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,3,G1,G,1,29-Jan,Day,30-Jan,01-Feb,04-Feb,3 days,3,10,"Plastic, no yeast",2,17,S,H,SH,NA,H,NA,H,74.7019577,N,NA,NA,NA,NA,NA,NA,NA,NA
200,3,H1,H,1,29-Jan,Day,30-Jan,01-Feb,04-Feb,3 days,3,10,"Plastic, no yeast",2,17,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,3,A2,A,2,29-Jan,Day,30-Jan,01-Feb,04-Feb,3 days,3,10,"Plastic, no yeast",2,17,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,3,B2,B,2,30-Jan,Day,31-Jan,03-Feb,04-Feb,1 day,4,15,"Plastic, no yeast",2,35,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,3,C2,C,2,30-Jan,Day,31-Jan,03-Feb,04-Feb,1 day,4,15,"Plastic, no yeast",2,35,H,S,HS,H,H,H,H,74.42802429,N,NA,NA,NA,NA,NA,NA,NA,NA
204,3,D2,D,2,30-Jan,Day,31-Jan,03-Feb,04-Feb,1 day,4,15,"Plastic, no yeast",2,35,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,3,E2,E,2,30-Jan,Day,31-Jan,03-Feb,04-Feb,1 day,4,15,"Plastic, no yeast",2,35,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,3,F2,F,2,30-Jan,Day,31-Jan,03-Feb,04-Feb,1 day,4,15,"Plastic, no yeast",2,35,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,3,H2,H,2,30-Jan,Day,31-Jan,03-Feb,04-Feb,1 day,4,15,"Plastic, no yeast",2,35,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,3,A3,A,3,30-Jan,Day,31-Jan,03-Feb,04-Feb,1 day,4,15,"Plastic, no yeast",2,35,H,S,HS,H,H,H,H,73.68300629,N,NA,NA,NA,NA,NA,NA,NA,NA
210,3,B3,B,3,30-Jan,Day,31-Jan,03-Feb,04-Feb,1 day,4,15,"Plastic, no yeast",2,35,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,3,C3,C,3,30-Jan,Day,31-Jan,03-Feb,04-Feb,1 day,4,15,"Plastic, no yeast",2,35,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,3,D3,D,3,30-Jan,Day,31-Jan,03-Feb,04-Feb,1 day,4,15,"Plastic, no yeast",2,35,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,3,E3,E,3,30-Jan,Day,31-Jan,03-Feb,04-Feb,1 day,4,15,"Plastic, no yeast",2,35,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,3,F3,F,3,30-Jan,Day,31-Jan,03-Feb,04-Feb,1 day,4,15,"Plastic, no yeast",2,35,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,3,G3,G,3,30-Jan,Day,31-Jan,03-Feb,04-Feb,1 day,4,15,"Plastic, no yeast",2,35,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,3,H3,H,3,30-Jan,Day,31-Jan,03-Feb,04-Feb,1 day,4,15,"Plastic, no yeast",2,35,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,3,A4,A,4,30-Jan,Day,31-Jan,03-Feb,04-Feb,1 day,4,15,"Plastic, no yeast",2,35,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,3,B4,B,4,30-Jan,Day,31-Jan,03-Feb,04-Feb,1 day,4,15,"Plastic, no yeast",2,35,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,3,C4,C,4,30-Jan,Day,31-Jan,03-Feb,04-Feb,1 day,4,15,"Plastic, no yeast",2,35,S,H,SH,S,S,H,H,74.2546463,N,NA,H,H,NA,NA,NA,NA,NA
220,3,D4,D,4,30-Jan,Day,31-Jan,03-Feb,04-Feb,1 day,4,15,"Plastic, no yeast",2,35,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,3,E4,E,4,30-Jan,Day,31-Jan,03-Feb,04-Feb,1 day,4,15,"Plastic, no yeast",2,35,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,3,F4,F,4,30-Jan,Day,31-Jan,03-Feb,04-Feb,1 day,4,15,"Plastic, no yeast",2,35,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,3,G4,G,4,30-Jan,Day,31-Jan,03-Feb,04-Feb,1 day,4,15,"Plastic, no yeast",2,35,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,3,H4,H,4,30-Jan,Day,31-Jan,03-Feb,04-Feb,1 day,4,15,"Plastic, no yeast",2,35,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,3,A5,A,5,30-Jan,Day,31-Jan,03-Feb,04-Feb,1 day,4,15,"Plastic, no yeast",2,35,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,3,B5,B,5,30-Jan,Day,31-Jan,03-Feb,04-Feb,1 day,4,15,"Plastic, no yeast",2,35,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,3,C5,C,5,30-Jan,Day,31-Jan,03-Feb,04-Feb,1 day,4,15,"Plastic, no yeast",2,35,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,3,D5,D,5,30-Jan,Day,31-Jan,03-Feb,04-Feb,1 day,4,15,"Plastic, no yeast",2,35,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,3,E5,E,5,30-Jan,Day,31-Jan,03-Feb,04-Feb,1 day,4,15,"Plastic, no yeast",2,35,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,3,F5,F,5,30-Jan,Day,31-Jan,03-Feb,04-Feb,1 day,4,15,"Plastic, no yeast",2,35,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,3,G5,G,5,30-Jan,Day,31-Jan,03-Feb,04-Feb,1 day,4,15,"Plastic, no yeast",2,35,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,3,H5,H,5,30-Jan,Day,31-Jan,03-Feb,04-Feb,1 day,4,15,"Plastic, no yeast",2,35,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,3,A6,A,6,30-Jan,Day,31-Jan,03-Feb,04-Feb,1 day,4,15,"Plastic, no yeast",2,35,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,3,B6,B,6,30-Jan,Day,31-Jan,03-Feb,04-Feb,1 day,4,15,"Plastic, no yeast",2,35,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,3,C6,C,6,30-Jan,Day,31-Jan,03-Feb,04-Feb,1 day,4,15,"Plastic, no yeast",2,35,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,3,D6,D,6,30-Jan,Day,31-Jan,03-Feb,04-Feb,1 day,4,15,"Plastic, no yeast",2,35,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,3,E6,E,6,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,3,F6,F,6,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,3,G6,G,6,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,3,H6,H,6,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,H,S,HS,H,H,H,H,78.30211639,Y,NA,NA,NA,NA,NA,NA,NA,NA
244,3,D7,D,7,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,3,E7,E,7,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,3,F7,F,7,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,3,G7,G,7,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,3,H7,H,7,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,H,S,HS,H,H,H,H,78.15311432,Y,NA,NA,NA,NA,NA,NA,NA,NA
249,3,A8,A,8,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,3,B8,B,8,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,3,H8,H,8,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,3,B9,B,9,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,3,C9,C,9,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,3,D9,D,9,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,3,E9,E,9,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,3,A10,A,10,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,3,B10,B,10,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,3,C10,C,10,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,3,D10,D,10,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,3,E10,E,10,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,3,F10,F,10,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,3,G10,G,10,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,3,H10,H,10,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,3,A11,A,11,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,3,B11,B,11,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,3,C11,C,11,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,3,D11,D,11,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,3,E11,E,11,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,3,F11,F,11,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,S,H,SH,S,S,S,S,74.55285645,N,NA,NA,NA,NA,NA,NA,NA,NA
279,3,G11,G,11,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,3,H11,H,11,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,3,A12,A,12,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,3,B12,B,12,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,3,C12,C,12,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,H,S,HS,H,H,H,H,78.30211639,Y,NA,NA,NA,NA,NA,NA,NA,NA
284,3,D12,D,12,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
285,3,E12,E,12,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,3,F12,F,12,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,3,G12,G,12,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,3,H12,H,12,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,4,A1,A,1,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,4,B1,B,1,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,4,C1,C,1,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,4,D1,D,1,31-Jan,Overnight,31-Jan,03-Feb,04-Feb,1 day,3,55,"Plastic, no yeast",2,60,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
