"Stock.ID" "region" "SRA.Accession" "Data.Group" "Population" "Country" "Locality" "Date.of.Collection" "Collector.s." "Latitude..negative.south." "Longitude..negative.west." "Elevation..m." "Haploid.Embryo.Genomes" "Inbred.or.Isofemale.Genomes" "Chromosome.Extraction.Genomes" "Data.Reference"
"ZI279" "africa" "SRR248125" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI230" "africa" "SRR248127,SRR654681" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI81" "africa" "SRR248128" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI117" "africa" "SRR248130" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI458" "africa" "SRR248131" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZL130" "africa" "SRX058391" "DPGP2" "ZL" "Zambia" "Livingstone" "Jul-10" "R. Corbett-Detig" -17.86 25.86 900 1 0 0 "Pool et al. 2012 PLoS Genetics"
"ZO12" "africa" "SRX058293" "DPGP2" "ZO" "Zambia" "Solwezi" "Jul-10" "R. Corbett-Detig" -12.18 26.4 1380 2 0 0 "Pool et al. 2012 PLoS Genetics"
"ZI453" "africa" "SRR309274,SRR654683" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI344" "africa" "SRR309275" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI271" "africa" "SRR309276,SRR654682" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI321" "africa" "SRR309277" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI339" "africa" "SRR309278" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI239" "africa" "SRR309279" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI292" "africa" "SRR309281" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI152" "africa" "SRR326790" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI421" "africa" "SRR326791" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI488" "africa" "SRR326792" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI320" "africa" "SRR326793" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI303" "africa" "SRR326794" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI524" "africa" "SRR326795" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI177" "africa" "SRR326796" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI311N" "africa" "SRR326797" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI241" "africa" "SRR326798" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI437" "africa" "SRR326799" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI172" "africa" "SRR326800" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI27" "africa" "SRR326801" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI395" "africa" "SRR326802" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI332" "africa" "SRR342392" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI281" "africa" "SRR342393" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI353" "africa" "SRR342394" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI197N" "africa" "SRR342395" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI446" "africa" "SRR342397" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI429" "africa" "SRR346919" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI351" "africa" "SRR346920,SRR654684" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI164" "africa" "SRR346921" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI382" "africa" "SRR346922" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI443" "africa" "SRR346923" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI31N" "africa" "SRR346924" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI467" "africa" "SRR346925" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI99" "africa" "SRR346927" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI358" "africa" "SRR346928" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI508" "africa" "SRR346929" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI398" "africa" "SRR346930" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI56" "africa" "SRR346931" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI362" "africa" "SRR346932,SRR654685" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI396" "africa" "SRR353757" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI517" "africa" "SRR353758" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI161" "africa" "SRR353759" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI477" "africa" "SRR353760" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI402" "africa" "SRR353999" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI357N" "africa" "SRR354000" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI251N" "africa" "SRR354001" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI392" "africa" "SRR354002" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI405" "africa" "SRR354003" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI384" "africa" "SRR354004" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI447" "africa" "SRR371534" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI104" "africa" "SRR654551" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI284" "africa" "SRR654554" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI431" "africa" "SRR654556" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI486" "africa" "SRR654647" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI505" "africa" "SRR654649" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI114N" "africa" "SRR654662" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI118N" "africa" "SRR654664" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI185" "africa" "SRR654669" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI33" "africa" "SRR654674" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI352" "africa" "SRR654676" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI397N" "africa" "SRR654677" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI455N" "africa" "SRR654678" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI514N" "africa" "SRR654679" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZH26" "africa" "SRX766194" "CLARK" "ZH" "Zimbabwe" "Harare" "Feb-94" "T. Mutangadura" -17.83 31.05 1486 0 4 0 "Grenier et al. 2015"
"ZH33" "africa" "SRX766195" "CLARK" "ZH" "Zimbabwe" "Harare" "Feb-94" "T. Mutangadura" -17.83 31.05 1486 0 4 0 "Grenier et al. 2015"
"ZH42" "africa" "SRX766196" "CLARK" "ZH" "Zimbabwe" "Harare" "Feb-94" "T. Mutangadura" -17.83 31.05 1486 0 4 0 "Grenier et al. 2015"
"ZS10" "africa" "SRX766197" "CLARK" "ZS" "Zimbabwe" "Sengwa" "Sep-90" "R. Ramey" -18.16 28.22 865 4 1 0 "Pool et al. 2012 PLoS Genetics; Grenier et al. 2015"
"ZW09" "africa" "SRX766198" "CLARK" "ZW" "Zimbabwe" "Victoria Falls" "Jul-01" "B. Ballard" -17.94 25.83 975 0 9 0 "Grenier et al. 2015"
"ZW139" "africa" "SRX766199" "CLARK" "ZW" "Zimbabwe" "Victoria Falls" "Jul-01" "B. Ballard" -17.94 25.83 975 0 9 0 "Grenier et al. 2015"
"ZW140" "africa" "SRX766200" "CLARK" "ZW" "Zimbabwe" "Victoria Falls" "Jul-01" "B. Ballard" -17.94 25.83 975 0 9 0 "Grenier et al. 2015"
"ZW142" "africa" "SRX766201" "CLARK" "ZW" "Zimbabwe" "Victoria Falls" "Jul-01" "B. Ballard" -17.94 25.83 975 0 9 0 "Grenier et al. 2015"
"ZW144" "africa" "SRX766202" "CLARK" "ZW" "Zimbabwe" "Victoria Falls" "Jul-01" "B. Ballard" -17.94 25.83 975 0 9 0 "Grenier et al. 2015"
"ZW155" "africa" "SRX766203" "CLARK" "ZW" "Zimbabwe" "Victoria Falls" "Jul-01" "B. Ballard" -17.94 25.83 975 0 9 0 "Grenier et al. 2015"
"ZW177" "africa" "SRX766204" "CLARK" "ZW" "Zimbabwe" "Victoria Falls" "Jul-01" "B. Ballard" -17.94 25.83 975 0 9 0 "Grenier et al. 2015"
"ZW185" "africa" "SRX766206" "CLARK" "ZW" "Zimbabwe" "Victoria Falls" "Jul-01" "B. Ballard" -17.94 25.83 975 0 9 0 "Grenier et al. 2015"
"ZS11" "africa" "SRX058372" "DPGP2" "ZS" "Zimbabwe" "Sengwa" "Sep-90" "R. Ramey" -18.16 28.22 865 4 1 0 "Pool et al. 2012 PLoS Genetics; Grenier et al. 2015"
"ZS37" "africa" "SRX058373" "DPGP2" "ZS" "Zimbabwe" "Sengwa" "Sep-90" "R. Ramey" -18.16 28.22 865 4 1 0 "Pool et al. 2012 PLoS Genetics; Grenier et al. 2015"
"ZS56" "africa" "SRX058375" "DPGP2" "ZS" "Zimbabwe" "Sengwa" "Sep-90" "R. Ramey" -18.16 28.22 865 4 1 0 "Pool et al. 2012 PLoS Genetics; Grenier et al. 2015"
"ZK131" "africa" "SRX058384" "DPGP2" "ZK" "Zimbabwe" "Lake Kariba" "May-94" "T. Mutangadura" -16.52 28.8 619 0 3 0 "Pool et al. 2012 PLoS Genetics"
"ZK186" "africa" "SRX058385" "DPGP2" "ZK" "Zimbabwe" "Lake Kariba" "May-94" "T. Mutangadura" -16.52 28.8 619 0 3 0 "Pool et al. 2012 PLoS Genetics"
"ZK84" "africa" "SRX058386" "DPGP2" "ZK" "Zimbabwe" "Lake Kariba" "May-94" "T. Mutangadura" -16.52 28.8 619 0 3 0 "Pool et al. 2012 PLoS Genetics"
"ZS5" "africa" "SRX058374" "DPGP2" "ZS" "Zimbabwe" "Sengwa" "Sep-90" "R. Ramey" -18.16 28.22 865 4 1 0 "Pool et al. 2012 PLoS Genetics; Grenier et al. 2015"
